,課程名稱,評價星等,評論數,總影片時長,觀看數,價格,課程簡介,評論標題,評論內容
23,放下酒譜！跟著 Mars 飛向浩瀚無垠調酒宇宙,4.75,4,474,184,3980,"★ 5 道冠軍調酒師經驗淬煉的風味公式  ★ 學會超過百種排列組合的雞尾酒
🍸  快速學會自己的第一杯雞尾酒  
🍹  透過對「風味結構」的熟悉，自由創作無限多款排列組合
🍸  系統化認識雞尾酒的歷史淵源、傳奇調酒師、到現代酒吧流派
🍹  風味茶酒、複合型糖漿、明星級經典調酒的進階製作手法
🍸  多樣化裝飾技巧，且依照餐點來搭配雞尾酒

學習到每一杯調酒的比例、結構、風味組合之外，更具備對雞尾酒世界的規則掌握和不俗視野，從而製作出各式經典調酒、現代調酒，並且能自行創意調酒。","['第一個線上調酒課程！', '受益良多', '有趣的調酒入門課', '来自澳洲的粉丝']","['在學這堂課之前  其實我已經自行玩調酒約一年多的時間\n許多基本的知識都已經知道，但這堂課能幫我把這些知識更加整合\n以及實際的運用在調酒上，尤其是四五章的部分，更是在基礎調酒上很需要的東西！', '感謝好課分享', '這堂課非常適合新手入門，先了解雞尾酒的基本概念和結構，再利用不同材料的組合調製出各式各樣的雞尾酒，經過嘗試後找出自己喜歡的風格', '内容适合新手没有太复杂的专业理论，至于有经验的调酒师可以学习到在装饰上的技巧，有跟多风味的复合式糖浆，香料和茶叶浸泡酒等大概知识。从新审视对鸡尾酒的认知，透过冠军的视角来创造属于自己的创意调酒。']"
24,人氣喫茶店 KADOYA 主廚帶你做日式洋菓子,0.0,0,100,82,3200,"三款海綿蛋糕：
1. 原味海綿(分蛋法)
2. 原味海綿(全蛋法)
3. 杏仁海綿

三款內部夾餡：
1. 使用巧克力與鮮奶油搭配的夾餡
2. 使用寒天與鮮奶油的搭配夾餡
3. 使用果泥與鮮奶油的搭配夾餡

三款乳酪蛋糕：
1. 莓果日式生乳酪
2. 紐約炙燒乳酪
3. 經典亞洲重乳酪

雖然是簡易的幾款，但這些是可以經過排列組合製作出數十款不一樣的商品，老師用快速簡單的方式，讓您在製作上餐時，也可以有職人的時間與速度，短時製作出一款看似平凡，卻又口感驚人的甜點！",[],[]
25,Stupid Bar｜成為專業調酒師的必修課,5.0,3,314,43,2200,"🍸 學習 3 種調酒手法
🍸 應用出 20 杯以上的經典調酒
🍸 學會 50個以上酒類知識","['優質', '非常棒的入門課程', '課程心得']","['淺顯易懂', '生動的教學與相關知識的說明，讓我對調酒的發展過程及分類有深刻的認識, 非常適合想接觸調酒知識的初心者學習.', '課程內容很適合從0開始的學生']"
26,成為侍酒師的 5 堂必修課,0.0,0,267,13,2800,"學習餐酒搭配的基本功
學習實際操演的品飲、侍酒方法與手法
了解管理層面的酒單、酒窖、銷售與領導",[],[]
27,韓式和菓子自己做：一次學會 12 種造型,5.0,4,116,97,1280,"1.好看又好吃，簡單容易做。
2.自用送禮獨特典雅大方，保證稱讚聲連連，地位及自信心大大提高。
3.利用建議之工具練習手感，可利用外皮食譜製作其他甜點。
4.可利用內餡食譜比例變化其它口味，讓您的和菓子口味與眾不同。","['很棒的課程', '淺顯易懂', '很適合跟小朋友一起勞作啊！', '老師說的很清楚']","['學到韓式和菓子的技巧', '適合初學者，老師講述方式淺顯易懂，透過課程對和菓子製作有初步了解，有信心嘗試製作', '色彩繽紛的豆沙外皮就像是黏土，可以做出很多造型，很簡單好玩的課程。但要做出跟老師一樣的造型，需要有三角棒、葉子、小花、花瓣的模具會容易很多。所以只要準備好所需要的模具，跟著老師的課程一起做，一定可以做出美麗可口的和菓子。', '內容說的很容易懂且清楚，初學者hen ok唷\n']"
28,網美咖啡廳在你家，九款鏡面蛋糕一次學,4.73,15,91,293,2480,"透過老師的商業食譜與做法，包含七種鏡面變化，
讓大家都可以做出屬於自己的高質感鏡面蛋糕，自用、送禮、販售，都很適合！","['很棒的鏡面蛋糕課程', '海綿蛋糕製作', '很棒的課程', '不藏私的仔細教學', '謝謝老師', '謝謝老師', '淺顯易懂', '值得推薦', '簡單好操作', '好上手', '時尚又大方', '鏡面蛋糕', '完成度高', '鏡面五星好評', '鏡面蛋糕']","['這是一堂在家就可以完成的課程，做品不僅好吃😋也很美，遇到問題老師也很認真幫忙解答，謝謝老師', '不得不佩服自己怎麼可以做得這麼好吃@@謝謝這個平台讓我可以親自體驗老師的魅力，可以感受到老師非常的熟練和俐落，跟著步驟走仔細的看，要完成一顆蛋糕真的不是一件難事，讓我對下一堂的馬卡龍好期待，接著繼續進階擠花！', '學到鏡面蛋糕的技巧', '謝謝金老師的不藏私，只要按照老師的教學一步一步做，就可以把看起來很難的鏡面蛋糕變的很容易，也學到怎麼做蛋糕本體、怎麼做果凍內餡、怎麼做慕斯體，真的是太超值啦！', '謝謝老師的教導~', '謝謝老師', '完成度高', '老師上課用心，討論區的問題回覆得很快', '按照上課流程一步一步走很容易就可以完成', '跟著老師一步一步做 就可以完成超美的蛋糕', '這一系列的蛋糕，新穎又時尚，有別于傳統的奶油蛋糕，謝謝老師', '海綿蛋糕食譜內容有誤\n上課的所有學員 程度都不同 有高有低 像在基礎的海綿蛋糕 打發上 沒有特地清楚表現出蛋糊打發的程度\n鏡頭上偏遠 沒辦法看得很清楚。\n食譜上也和老師影片內說的略有不同 需重覆核對才能知道正確比例。', '照著老師的步驟，真的可以做出漂亮的蛋糕喔\n期待老師之後開其它課程', '老師的課程淺顯易懂，適合我這個想學鏡面蛋糕的新手，而且很好吃😋', '老師上課說明很清楚，照方法做很容易成功，快來跟老師學鏡面蛋糕吧！']"
29,韓式豆沙裱花-特殊造型蛋糕,5.0,7,248,134,2600,"1.	15種初階豆沙花型、5種進階花型 
2.	四款杯子蛋糕擺法 
3.	角獸造型蛋糕
4.	心型造型製作
5.	木框造型製作
6.	課程講義會附上原味磅蛋糕以及傳統韓式希拉姆蛋糕詳細食譜，兩者皆可製作杯子蛋糕、四吋&六吋蛋糕。 ","['很不錯的裱花課', '很棒的裱花課程', '有機會可以學到豆沙裱花！', '超值課程', '老師很細心', '很棒', '上課內容豐富']","['老師講解的很仔細 也能學到很多技巧 學會不同的花型', '可以學習到不同的花種及裱花技巧', '很難得可以看到豆沙裱花，仔細的講解調色及擠花手法，不過還是要自己多練習才能有美麗的花朵阿！', '可以學到韓式裱花，真是太棒了', '^^   很喜歡', '覺得收穫很多', '老師上課講解很細心、學到很多擠花小技巧，課程很棒！希望萬萬老師能補充～如何煮豆子DIY製作豆沙霜就更棒了！因為在國外很難買到市售豆沙泥(˶‾᷄ ⁻̫ ‾᷅˵)']"
30,韓式擠花神手：韓國人金老師的擠花杯子蛋糕,5.0,8,112,286,1280,"好吃杯子蛋糕的做法，可以延伸製作其他口味的杯子蛋糕；
六種花型由簡入難，擠花的部分可以也可以延伸到其他蛋糕做裝飾，
一舉數得。","['good ', '說明淺顯易懂，讓人想嘗試', '詳細而又簡單的韓式裱花', 'Excellent, the teacher teaches very well.', '韓式錶花蛋糕', '教學仔細', '清楚易學', '擠花杯子蛋糕']","['good ', '說明淺顯易懂，讓人想嘗試，希望能做成功', '老師講解的非常詳細，從工具開始到如何製作杯子蛋糕/奶油霜、如何保存奶油霜、如何再使用奶油霜、調色、裱花標準手法、左右手的搭配等等都包括在內。操作手法也很容易，從花嘴的位置到各種角度、操作手法、小技巧、注意事項都很簡單明瞭，是很值回票價的課程。', 'I just thought that support material was missing, mainly in the way of preparing the cream and support material for conservation...', '老師教學影片清晰，內容豐富，手法簡單明了，新手的我也會擠玫瑰花，太開心🥳要多練習幾次一定會更好的，遇到問題老師也會及時回覆，老師是一位很熱情有耐心、很棒的老師！謝謝老師！', '教學仔細，認真', '老師會重覆操作教學 , 讓我可以更清楚的了解 !!!', '老師真的教的很仔細，讓我收穫滿滿！']"
31,雪莉｜造型糖霜餅乾全攻略：新手也能接爆單,0.0,0,566,34,2680,"🍪 烘焙零基礎、不會畫畫的你 - 詳細的基礎教學及圖案線稿，讓你輕鬆無痛上手！
🍪 想要精進糖霜技藝的你 - 這堂課除了教會你 20 種餅乾，你也會從中掌握進階技巧！
🍪 想要用興趣微創業的你 - 老師能夠傳授滿滿實戰經驗給你，從此之後接單不卡卡！",[],[]
32,零失敗的夢幻糖霜餅乾：收涎餅乾、節日禮物輕鬆做,5.0,11,251,208,2300,"製作 6 款主題糖霜餅乾
- BABY 收涎
- 櫻花花嫁
- 絢彩奇幻小馬
- 小浣熊的夏日祭典
- 花飛蝶舞
- 暖心聖誕花圈

從工具食材開始介紹，學會餅乾製作方法、糖霜製作方法及糖霜調色訣竅。接著透過老師示範的各種糖霜繪製技巧，畫出 6 款各具特色的主題餅乾，最後還會教你送禮包裝的方式喔！","['非常好的內容，教學仔細易懂！', 'Excellent online class', '課程內容清楚豐富', '糖霜餅乾', '終於能辦收涎', '课程的教学方式', '超值課程', '糖霜餅乾', '糖霜餅乾', '很棒的課程', '收獲豐富']","['實用受惠的課，老師教學認真仔細，非常好的課！', ""The instructions are very clear. It's very helpful to see the NG versions of things so you know exactly where you go wrong and how to fix it. Highly recommended. "", '課程講解很清楚，適合初學者自學，簡單的技巧可以變化出各式各樣的糖霜餅乾，非常適合自己做餅乾送禮！', '老師課程中點出很多NG狀況做比對，讓自己可以更瞭解新手常犯的錯誤，可以更快知道哪裡需要調整！謝謝用心製作的課程', '原本在網路上找食譜要自己做餅乾，想不到失敗了兩三次，收涎還因此延期！\n想到大寶之前也是失敗還是硬上後，買了這堂課，馬上開來看看。\n於是我的餅乾不再裂，於是我的糖霜不再稀，原來一直用錯材料，感謝這堂課讓我能順利的辦收涎😊', '非常细心的教学很棒！看完后想了解更多！上完了课程，有些视频的内容还可以更加详细一些。', '課程內容豐富\n糖霜技巧講解很詳細\n收穫滿滿', '老師教的很詳細很讚', '內容很詳細，點出很多新手會遇到的問題點，很值得上的糖霜課！', '讓完全不會糖霜餅乾的我，學到好多技巧', '課程內容講解非常清楚\n超值的課程😊']"
33,柳川や的菠蘿祕密，在家做 14 款排隊麵包！,4.88,33,546,1975,3500,"1.	艾力克帶你從攪拌、發酵、整形到烘烤，完美做出柳川や 14 款超人氣麵包。
2.	學會星野酵母培養方式與邏輯，其中還包含赤生種、赤魯邦、隔夜液種及牛奶種。
3.	解說烘焙的基本工序，提醒每一個環節的重要細節，新手不怕學不會。
4.	講解「長時間低溫發酵法」的模式，減少製作當天發酵時間。","['期待的課程', '課程簡單易懂', '清晰明瞭的麵包課', '超推薦', '非常棒的線上課程', '值得擁有的線上課程', '評價課程', '超值課程', '五顆星好評', '很棒！', '課程講解清楚，流程安排順暢', '把困難的內容跟操作手法教的很簡單', '課程很好。但希望可以改變一下拍攝背景和多點close up', '超值課程', '很棒的一堂課', '好吃的排隊麵包', '非常值得的課程', '配方好吃做法簡單', '很棒又實用的内容，大推薦！', ' 收穫滿滿 添購器具想要開始做麵包了', '很棒的線上課程', '很棒的課程', '超級棒的線上課', '超值的課程', '最棒的網上課程，謝謝老師。', '很值得购买的一个课程', '真的很值得', '講解仔細 大大推薦', '評價', '內容豐富又實用', '非常實用的課程', '課程評價', '很棒的課程']","['有看了一些片段，有時間會馬上來試試', '比較難處理的丹麥麵包和國王派，老師用淺顯易懂的方式教學，很適合新手。\n同樣的餡料可以運用在不同麵包上面，真的很實用。\n只是鏡頭的角度就固定那幾個，有些畫面有特寫會更好。', '上過老師實體課程進而購買線上課程，非常喜歡老師的教學方式，說明的很清楚，讓初學者也能淺顯易懂，基本設備也能在家做出好商品，很喜歡線上百看不厭的學習方式。', '全職媽媽上課進度像烏龜，但還是迫不及待先給評價。\n超推薦這位老師及這門線上課程，疫情之前我上過不少老師的實體課程，但每次都有聽沒有懂，有的給錄影、有的不給，筆記寫滿一大堆，回家還是不會做。\n\n本來很擔心線上課程沒有實際做的話，一定不會做，但老師講的好詳細，上課輕鬆又幽默卻不失專業。\n\n總之這是唯一一位我目前上課後，最推薦的一位！', '老師的教學清楚，配方好吃，又容易上手，物超所值的線上課程。', '這課程不單止讓新手容易上手，就算有烘焙基礎的人，一樣獲益良多。需然線上課程沒有互動和即場發問的機會，老師卻能明瞭學生在運作上的問題和解決意想不到的盲點，老師的經驗和洞察力真的一級棒👍👍\n老師把複雜的烘焙知識，用輕攪笑的形式帶出，令人感到做麵包是一件快樂事，而且秉承好吃、好做、好生產！絕對是超值的線上課程！', '上課的內容將解仔細，老師對於麵包的口感和做法清楚講解，讓沒上過實體課程的我也能做出像外面賣的麵包，非常推薦新手們來參與這堂課程', '老師講解非常清楚\n有sop流程步驟\n超值的課程\n有機會一定要去參加老師的實體課', '試做了肉桂捲非常好吃也很容易操作\n謝謝老師分享', '老師敘述詳細，重點會一再重複提醒學生，講述親切，很值得的一堂課程，大推！', '老師的課程講解清楚，流程安排順暢，所教導的麵包也都是大眾所喜歡，接受度高的產品，課程中老師有教學使用液種酵母替代星野酵母，不用擔心酵母不易購買和保存，老師上課的風格很風趣，不會因為是線上課程缺乏實體互動讓人想睡覺，上完課後會覺得做麵包並沒有想像中的複雜和困難，是對麵包新手很友善的課程，麵包做出來真的很好吃。', '老師把以往看似困難的操作手法講解說明的很簡單，有新手模式也會示範高手模式，把烘焙變得很簡易有趣，很想快點動手嘗試一，重點是，看老師吃也覺得很想吃吃看。', '老師的講解十分仔細，教學用心。分享了很多tips!\n\n如果改換一下拍攝背景，和多一點面團close up會更好。在白色table放上淡白色面團示範 (例如鹽可頌）。。。。真係很難看到麵團的造型變化和手勢。感覺有點浪費了整個課程。亦要很費神觀看，感覺像是在做視力測試。。。。', '一直以來都是hahow的學員，在偶然下買了老師的課程，真的很開心。老師上課的口吻十分的風趣，且教學方式非常的淺顯易懂，課程拍攝的畫面也將操作的手法拍得非常清楚，是一堂非常適合初學者的課程。', '課程內容很棒,老師講解清楚,偶爾帶點俏皮的玩笑,不會無趣想睡覺.\n但缺點是拍攝視角略顯單調,視角大都採用平視或上往下二個視角\n一直是這樣的視角讓人以為是在看監視器\n只有少數幾個鏡頭老師拉麵糰時是近距特寫.\n老師搓水滴,捲起鹽可頌,拿起說看側面的厚薄時,視角也是上往下遠視角,沒有特寫鏡頭\n新手根本看不出來所謂的厚是多厚,所謂的薄是多薄.不懂\n老師切開國王派時,拿起來說看層次,結果又是上往下的遠視角\n仍沒有特寫鏡頭,所謂的層次是看哪裡?怎麼看?不瞭\n不知是攝影組只有二個鏡頭的問題還是剪輯組剪掉特寫的問題,\n我是用電腦看影片的覺得沒特寫眼睛看得很辛苦,\n那些用平板,用手機看影片的人,眼睛不就更辛苦=_=\n這是殘念\n三顆星是給老師的,扣二顆是視角單調問題', '謝謝老師無私的教導,讓我學習好多種麵包製作,每款都是經典麵包,期待老師新課程.', '每個單元都很用心的說明與提醒\n講義部分也註記的非常清楚\n非常值得推薦的課程\n', '很實用的一堂課，配方好吃做法簡單，在家能容易上手。', '老師上課內容很豐富，從材料的選擇，操作步驟，到完成品，老師很用心的提醒很多小細節。 講解內容用的比喻都很有趣，口條清楚節奏抓得剛剛好。上起網課來一點也不枯燥！ ', '做烘培已經五年了，從來沒有花錢上過課，這次看到老師的課程，想起以前做的波蘿麵包都不怎麼好吃，為了波蘿麵包就下手了這個課程，上完課之後真的是收穫滿滿，很多以前不會注意到的小細節，跟不知道原因的失敗，現在都獲得完整的解答，真的是很優質的課程。', '最近半年上了幾堂線上課程，這一堂是我上過最棒的，除了不拖泥帶水，一次給你所有的課程，讓你自己挑選有興趣的，安排上的先後順序外，老師清楚而且不藏私的教學，尤其讓人激賞。希望老師能有更多的作品分享。', '這是一個值得被推薦的課程，是我買過烘焙課程中 ，可以感受到老師用心教學，以及有耐心的解答學生的問題，可以有耐心回答每個學生所提出的問題，對烘焙新手而言很重要⋯期待老師再開課⋯', '老師的講解非常詳細，麵包小白也能順利完成，星野酵母一試難忘，已經回不去了，期待老師更多的線上課', '教學內容,講義教材,甚至各種問題回覆都非常詳細,每樣產品也都非常經典,真得很棒,很想給十顆星.謝謝老師\n', '課程內容的解說，簡單明瞭，清清楚楚，比較我買的其他幾個課程，這個最棒，實在物超所值，課程上的很過癮，謝謝老師無私分享。這可不是廣告，是我課後感言，一定要讚美鼓勵一下好老師。', '老师教导得很详细，食谱上的面包我做了两款都很好吃，家人都很喜欢。\n老师很幽默，非常喜欢这课程。', '有買過很多其他課程但發現這個課程每個都很經典，當初只想看看菠蘿麵包與蔥麵包製作瞭解參考，沒想到每一個課程內容老師都不厭其煩的教導非常多知識與手法，真的讓我們這些會做麵包的新手可以有效突破，這課程太棒了很值得！我買了很多課程第一次留言評分，就代表這個真的厲害，也謝謝老師師傅可以不藏私的教導，真的很棒！', '艾力克老師的風格輕鬆幽默 又充滿專業知識 學習到很多\n尤其冷藏法對全職媽媽製作時間的安排更自在更彈性\n非常推薦給大家這門好吃好做好生產的線上麵包課程', '講解詳細  除了家用課程以外 還附帶說明了專業手法  以達到生產效率', '感謝老師詳盡的教學內容，實在獲益良多！', '之前就參加過老師在實體教室開的課，這次能參加線上課程真是太好了。不熟的地方就一直反覆觀看以及練習。', '清楚易懂的講解，風趣幽默的口吻，值回票價的課程，老師真是太棒了！', '學到培養星野酵母的方式，各種麵包製作方式']"
34,柳川や的排隊秘密，在家做 14 款團購麵包！,4.13,8,538,618,4200,"1. 艾力克帶你從攪拌、發酵、整形到烘烤，完美做出柳川や 14 款暢銷高人氣麵包。
2. 學會柳川や兩大酵母「隔夜液種 & 隔夜牛奶種」培養方式與邏輯。
3. 解說烘焙的基本工序，提醒每一個環節的重要細節，新手不怕學不會。
4. 帶你從經典麵包和抹醬，輕鬆變化出不同的創新口味。
5. 貫徹「好吃、好玩、好生產」的教學方式。不論是家庭烘焙，到小本經營，都能掌握秘訣、簡單上手！","['課程棒，超值', '同意其他同學的意見', '柳川や的排隊秘密，在家做 14 款團購麵包！', '整體來說很讚', '配方製作簡單', '隔夜液種培養', '柳川や的14款團購麵包', '值得學習']","['讓新手能跟著一步一步了解製程，進而跟著做', '老師您好：身為柳川や的粉絲，對於第二季課程，有一點點的失望，感覺跟第一季差不多之外，我們都是真心希望可以從老師這學習到更多知識與技巧，我相同的也不想花時間觀看其他素人的操作', '課程很棒,很容易學習,老師教學很清楚', '教學步驟易明，只是不太喜歡看到請什麼素人示範，只想要100%老師教學', '整個製程算是簡單好操作，整形手法重複操作，看著影片就可以完成。\n可以理解老師邀請素人新手一起製作是為了讓大家知道真的很簡單，但對於有基礎的學員，還要花時間看新手操作和製作，其實這樣有點浪費上課時數。大家會買第二季是為了可以學習更多內容和品項，而不是看新手操作。', '液種培養簡單容易，材料內容少，方便取得👍', '身為柳川や的粉絲所以我兩季課程都有購買，我的感覺是第一季課程內容真的是比較豐富，雖然我知道很多時候課程內容本來就很難兼顧新生與舊生，就內容來說跟第一季重複的內容大約有50%左右，雖然照顧到了沒買第一季的同學，但是相對的對有買第一季的人顯得不是很公平，重複率太高，另外一個部分因為想要表現任何人都可以做，所以請了很多新手來協助，但是個人認為大家花錢買課程並不想要看別人做麵包，而是想要學習老師的產品、流程、技巧、經驗，這樣課程上起來才會比較多內容，不然有點看別人在表演的感覺', '值得學習']"
35,【日式頂級和菓子】吳蕙菁老師帶你在家輕鬆做,4.43,7,249,139,3888,"🎉 ♥︎感恩回饋菓粉♥︎ 慶祝和菓子體驗課程破萬人次 🎉

❖ 特色 1 ❖ 線上課程才有！獨家秘技大公開
公開實體課程沒有教的基本技法，帶領你從入門到創意發想！課程中老師會帶你從基本技法的練習，到運用於四季繽紛的「20 款」經典季節上生和菓子造型。讓你打穩基本功，千變萬化的造型都在你手裡展現！

❖ 特色 2 ❖ 用老師的第一人稱視角教學拍攝
學習手作料理，最需要的就是從製作的角度學習！老師為了回饋到每一位學員，用老師親自製作的視角拍攝，讓你學習製作不再擔心方向旋轉，可以直接同步在螢幕前學習製作，享有最美好在家做和菓子的學習體驗。

❖ 特色 3 ❖ 不可不知的和菓子前世今生與製作訣竅
手捧著製作和菓子，更需要懂得如何領略生活中自然的美！除了技藝的傳授，老師也會不藏私道出和菓子的來源、職人靈感、觀察與製作訣竅，以及教你刷出道地的日式抹茶，搭配和菓子，感受正統的日式風味！

❖ 特色 4 ❖ 超人氣解鎖課程等你來加入！
除了 20 款經典季節上生和菓子，Emily 老師特別準備了「3 款」解鎖超人氣經典和菓子，讓你可以進一步學到獨家進階的精華祕技！

❖ 解鎖達標抽獎、密技大公開❖ 
抽獎一、〖購課人數前 50 人〗抽獎 10 名！Emily老師新書「和菓子魔法書」
抽獎二、〖購課人數前 100 人〗抽獎 20 名！「線上課程專用上生菓子材料包」
解鎖一、〖購課人數達 200 人〗唐和家和菓子鎮店之寶——「雪玉兔麻糬」和菓子
解鎖二、〖購課人數達 300 人〗轟動日本令貓奴們瘋狂的——「貓咪肉球」和菓子
解鎖三、〖購課人數達 600 人〗掀起台灣和菓子旋風的——「菊姬」剪菊和菓子


","['容易實作的日式和菓子課程', '解說非常到位', '春天的菓子', '有色彩學好酷', '優質課程', '有趣又實用', '課程沒有教你怎麼做豆沙']","['以前曾參加過吳蕙菁老師在北投文物館的和菓子實體課程，非常喜歡！也購置老師出版的書籍當參考，但因為是上班族，總覺得要自己準備材料是很花時間的事情，看見老師出版了線上課程，而且連基本工具及習作的材料包都幫學員設想好了，真的是超貼心的！馬上就能享受做和菓子的過程，靜下心來，專注跟著老師的教學ㄧ步一步做，雖然沒辦法做到很完美，但是看起來還挺不錯，完成很有成就感，配上自己打的抹茶分享給家人ㄧ起享用，真的是很療癒！\n感謝老師的用心教學，非常實用的線上課程。', '老師每個步驟都描述地很仔細、具體，讓人很容易理解所需要做的事情，尤其喜歡老師介紹每顆菓子的背景小故事，很有趣。雖然無法做得像老師一樣行雲流水，細緻優雅，但是初學也能做出個四分像的菓子，已經覺得很滿足了。', '超棒的！超乎我的想像！一個人更能好好的學習。尤其細節看的更仔細，如何可以把基礎做好，邊看邊模仿邊學習。就差材料不夠多，不能反覆練習😆！非常推薦的一門線上手作課', '和菓子太多深奧學問\n短時間學不完練不完\n先來學個塑形意境與品嚐搭配❤️\n增加食用型日常生活藝文興趣🍵\n', '課程相當療癒，只需帶著輕鬆愉快的心情，聽著老師揉美的聲音，按步就班的操作，很快就能做出獨一無二，與眾不同令人讚佩的成品，並且可以自食其「菓」哦！', '起初有些生疏，多練習幾次，越做越熟練就越上手，做完就配咖啡或茶，全家一起享用，好吃又好玩的課程。\n影片可重複觀看，實際操作時便邊做邊看，越做越發趣味！', '課程裡面沒有教你做最基本的白豆沙跟紅豆沙\n最基本的豆沙都不願意教學生 還開什麼課程？\n一直推工作室出的材料包\n']"
36,吳克己｜跟著職人12款經典日本麵包一次學！,0.0,0,386,19,3580,"➤ 冷藏發酵與冷凍麵團工法
➤ 5 種麵團 12 款熱銷麵包製作
➤ 麵包店經營心法",[],[]
37,在家輕鬆做 15 款健康無負擔高含水歐式麵包,4.42,12,320,507,3600,"．能製作出市面上從未有過的含水量高達 80% 的歐式麵包
．學習志賀流手法公開，學習日本職人獨有的製作技術。
．學習獨特口感麵包，製作出最適合創業的商品。","['淺顯易懂', '做出美味的麵包是很療癒的事🥰', '味覺的感動', '心得', '激發自己、化被動為主動學習吧', '歐式麵包', '法式鄉村', '謝謝老師', '不簡單的課程', '蠻浪費錢跟時間的', '課程內容設計非常豐富', '可以再更詳細標示標題 因為並非全為歐包']","['課程內容不會過於艱澀，表達方式很適合初學者。', '因健康而開始接觸天然酵母，但是又做不出好吃的麵包，無意間看到了味覺的感動，非常認同老師對於麵包的理念，原來無油無糖的麵包也可以這麼美味，更開心的是老師出課程，雖然失敗很多次 但是只要有耐心和一次又一次的經驗，相信也能做出好吃的麵包。繼續努力中！', '從味覺的感動中認識到有別於市售麵包的不同，以及志賀勝榮獨特的美味，這是我第一次學習做麵包，很高興能夠透過老師的課程學習到志賀流的技法。現在我也能在家自己做出健康又美味的麵包了，自己養酵母菌做麵包，真的很有趣很有成就感。', '比起其他熱門的課程，個人認為這位老師在解說、講義、材料、製作方法等等都不適合初中學者，很多製作的方法沒有從基礎講起，對於經驗較少的學生會很難上手，必須多提一次的是，老師在影片中的說明的模式很難讓人持續的""集中""觀看，額外補充的原理方面的知識也較少，但不可否認的，對於有程度的學生來說，老師的內容有一定的含金量，但對於我來說，比較想退費或換其他課程。', '無糖無油的高含水麵包，對我是個全新挑戰，粉類的選擇、老師的推薦，都開啟味覺另個層次，不是簡簡單單就做出的麵包，時間醞釀過的麵包滋味真的很令人回味。雖然週而復始的養菌種們很麻煩，但做出的麵包味道，讓我完全沒有棄養他們的念頭。\n\n做麵包每個環節環環相扣，影響的變因很多，材料與工具都不盡相同，試做失敗平常心面對，但我會看影片、拿來與實際做比對。自己先檢視找出所有錯誤的可能性，化被動為主動找到答案時，真讓我覺得自己成長了。再次挑戰麵團就變得跟老師影片一樣聽話，操作得非常上手。（超有成就感）\n\n自製低溫發酵箱當然要試試，高雄冬天或室內開冷氣搭配保冷袋，對我最方便。', '天然酵母做的健康的麵包，需要時間跟技巧才能做的出來，初學者的我，還要多多練習', '滿意', '很紮實的課程，對於想了解長時間發酵的烘友可以有個入門基礎', '我當初是先看了志賀的書才決定買這門課的。\n志賀老師的書看完覺得操作有點難，\n再看LISA老師的課程有一點懂志賀老師書上寫的流程了。\n\nLISA老師操作看似優雅，但裡面卻藏很多細節，\n老師說麵團要有筋性，但拉拉麵團判斷筋性，這應該要有相當經驗才有辦法判斷。\n且18℃發酵這件事，我還不知從何下手，所以到現在還沒有實際動手\n（用保麗龍箱再一直換冰寶我還沒實驗，有空來試做看看不用18℃的品項）\n\n我覺得這個課程適合較有經驗的人', '老實說，照老師給的資料，根本很難做出成品，幾乎都要自己調整，看影片裡面老師做的東西，跟自己做的東西，很明顯配方比例有很大的問題，如果不是很願意給正確的配方，又何必要來上課呢？經濟不景氣，大家錢都不好賺，傻傻的付錢上課，傻傻的做，材料都不便宜誒，時間花費過去，結果東西做不出來，還要自己多方面查資料，去修正妳提供的配方可能成功的方式，很遜～要不是最低至少一顆星，不然應該零吧', '感謝Liss老師分享志賀流老師的技法課程，收益良多。', '講師說話不急不徐 但希望可減少看手稿的頻率']"
